Structure,Name,source file,MW,AlogP,RB,PSA,Estate,MR,Polar,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Num aromatic rings,,Num chiral centers,Num heavy atoms,,,,,,Num rings,,,,,Total charge
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,177.58,79.558,136.4926,60.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,175.408,79.558,136.4926,60.754,5,0,2,0,0,17,0,-2,859.699,164.859,266.225,285.561,143.054,1545.016,10,7,0.0896159,0.0257485,0.7518084,47.489,20.089,36.154,23.383,3.147,-5.257,-6.293,-6.91,29.6,-3.25,66.934,-7.913,8.244,0.356,2,-0.223,1,45.786,0,0,10,2,0,12,0,12,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,177.58,79.558,136.4926,60.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,177.58,79.558,136.4926,60.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,177.58,79.558,136.4926,60.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,170.45,79.558,136.4926,60.754,7,0,2,0,0,17,0,-2,879.837,178.916,248.219,309.613,143.089,1562.447,10,7,0.1310921,0.0251591,0.7401153,48.416,20.409,36.934,23.472,3.387,-5.58,-6.293,-7.214,43.857,-3.131,102.423,-7.497,8.234,0.261,2,-0.198,1,50.25,0,0,10,2,0,12,0,12,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,177.58,79.558,136.4926,60.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 30,bitterpredict.maegz,505.4466,4.3732,13,172.414,79.558,136.4926,60.754,6,0,2,0,0,17,0,-2,883.164,181.407,240.583,318.084,143.09,1561.285,10,7,0.0226643,0.0250644,0.7369623,48.451,20.436,35.417,23.486,3.438,-5.634,-6.293,-7.305,51.814,-3.063,122.65,-7.326,8.383,0.071,2,-0.205,1,51.844,0,0,10,2,0,12,0,12,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,34,,,,,,2,,,,,0
,Bitter 31,bitterpredict.maegz,274.7885,3.6966,5,15.081,38.445,80.9526,37.865,0,1,0,0,0,5,0,2,563.046,188.718,9.376,293.439,71.512,964.424,0,3,0.0174617,0,0.8384297,32.034,9.761,12.058,5.011,3.431,-2.865,-3.188,-6.272,2013.221,0.747,2873.724,-2.241,9.179,0.195,4,0.403,3,100,0,0,2,0,0,12,0,12,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,19,,,,,,2,,,,,0
,Bitter 32,bitterpredict.maegz,255.3547,3.3849,6,10.191,37.167,79.927,37.785,2,1,0,0,0,6,0,2,536.615,200.811,6.256,329.549,0,943.256,0,3.7,0.0007683,0,0.8668055,30.89,9.388,11.546,5.616,3.281,-2.41,-2.451,-5.985,2155.132,0.545,1255.092,-1.96,9.106,-0.184,5,0.112,3,100,0,0,2,0,0,12,0,12,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,19,,,,,,2,,,,,0
,Bitter 33,bitterpredict.maegz,309.4452,4.3922,6,22.086,44.584,96.7158,44.351,0,1,0,0,0,7,0,1,638.445,278.431,24.585,335.429,0,1119.787,1,2.75,0.0023456,0.0043073,0.8168308,37.369,11.369,14.72,6.334,4.848,-4.546,-4.088,-6.822,1444.319,0.294,814.341,-2.182,9.004,-0.123,4,0.838,3,100,0,0,2,0,0,18,0,18,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,23,,,,,,3,,,,,0
,Bitter 34,bitterpredict.maegz,228.3128,4.3668,4,30.901,33.668,74.0437,34.405,0,0,0,0,0,2,0,1,486.131,0,32.686,401.467,51.978,792.732,2,2.5,0.0796654,0.0072728,0.8521115,28.121,9.324,14.485,8.811,3.396,-3.779,-3.449,-5.84,4852.225,0.27,5254.187,-0.516,8.357,0.699,2,0.111,3,100,0,0,2,0,0,12,0,12,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,16,,,,,,2,,,,,0
,Bitter 35,bitterpredict.maegz,102.1548,-0.1482,2,20.256,18.222,27.943,10.999,6,0,0,0,0,2,0,1,302.219,146.492,48.561,91.355,15.812,437.484,0,4,0.0959875,0,0.9221846,10.942,3.275,6.138,7.402,-0.077,1.335,0.613,-3.227,136.582,0.101,2289.086,-1.901,9.223,-0.03,1,-1.267,2,64.712,0,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,,,,,,0,,,,,0
,Bitter 36,bitterpredict.maegz,281.2299,3.9268,4,58.971,66.085,67.2763,32.093,1,0,0,1,0,3,0,-1,499.649,0.657,103.406,278.013,117.573,829.625,1,1.5,0.0294548,0.0030021,0.8545829,27.776,7.989,12.137,5.838,5.232,-4.48,-4.994,-3.403,262.36,-0.273,652.752,-2.158,8.42,0.631,3,0.282,3,87.917,117.573,0,3,1,0,12,0,12,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,20,,,,,,2,,,,,0
,Bitter 37,bitterpredict.maegz,375.8642,3.8877,6,50.869,63.196,102.5915,46.316,0,1,0,0,0,6,0,1,668.532,198.395,71.576,280.193,118.369,1185.597,1,4.75,0.0052762,0.0071051,0.8103399,40.117,12.146,17.56,8.582,4.302,-4.464,-4.663,-6.663,517.664,0.164,1195.564,-3.338,9.41,0.78,3,0.658,3,100,46.83,0,3,0,0,18,0,18,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,26,,,,,,3,,,,,0
,Bitter 38,bitterpredict.maegz,121.1134,0.7566,1,49.428,29.334,30.5386,15.506,4,0,0,1,0,1,0,-1,306.513,0,105.118,201.395,0,458.884,1,2,0.0867917,0.006525,0.9386812,13.492,5.006,7.718,5.756,1.866,-1.471,-1.294,-1.677,252.735,-0.292,142.279,-2.651,10.222,0.615,0,-0.69,3,80.874,0,0,2,0,0,6,0,6,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,9,,,,,,1,,,,,-1
,Bitter 39,bitterpredict.maegz,265.3546,0.1909,4,104.15,40.668,71.6595,32.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,18,,,,,,2,,,,,1
,Bitter 40,bitterpredict.maegz,323.1294,1.0254,6,120.453,64.222,73.2007,31.07,1,0,0,0,1,7,0,-2,514.743,85.982,210.015,101.77,116.977,888.29,3,6.9,0.2150138,0.0232177,0.8681824,25.873,10.196,19.996,14.287,1.097,-1.993,-2.743,-2.776,69.285,-1.429,181.53,-4.359,10.03,1.249,4,-0.815,3,66.31,0,20.565,7,0,0,6,0,6,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,20,,,,,,1,,,,,0
,Bitter 41,bitterpredict.maegz,354.4427,2.444,2,71.58,55,98.6719,43.151,0,1,0,0,0,2,1,1,638.434,364.901,93.543,179.99,0,1143.467,1,4.7,0.014629,0.0073618,0.8283208,40.042,10.99,17.186,8.769,3.529,-4.644,-4.037,-5.894,320.43,-0.067,159.951,-4.48,8.065,-0.142,4,0.73,3,92.458,0,0,5,0,0,21,0,21,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,26,,,,,,5,,,,,0
,Bitter 42,bitterpredict.maegz,586.5407,1.166,8,217.007,116.667,140.9903,62.29,3,0,0,0,0,13,4,-2,819.997,243.177,311.353,265.467,0,1593.61,5,16.45,0.0569523,0.0448579,0.8046505,51.81,18.174,34.967,26.274,0.327,-3.503,-5.438,-5.959,11.049,-3.426,3.797,-5.074,8.981,0.407,8,-0.686,1,8.659,0,0,13,3,2,28,0,28,10,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8,42,,,,,,5,,,,,0
,Bitter 43,bitterpredict.maegz,362.4599,3.5131,7,103.926,69.085,104.019,39.491,1,0,0,0,0,9,0,-2,635.016,502.24,118.091,14.685,0,1230.924,1,6.5,0.0157479,0.010236,0.8747174,37.469,10.842,17.097,8.032,3.514,-4.004,-4.22,-3.629,751.69,-1.008,363.381,-2.78,9.66,0.707,10,0.33,1,100,0,0,5,0,1,6,0,6,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,26,,,,,,1,,,,,0
,Bitter 44,bitterpredict.maegz,348.4333,3.1745,6,101.126,66.919,101.1544,38.015,1,0,0,0,0,9,0,-2,657.179,500.305,132.506,24.367,0,1197.119,2,5.25,0.0543766,0.0112977,0.8296723,36.209,10.898,17.869,8.483,3.561,-4.783,-4.443,-4.404,548.713,-1.262,258.591,-3.012,9.252,0.896,10,0.427,1,96.826,0,0,5,0,1,6,0,6,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,25,,,,,,1,,,,,0
,Bitter 45,bitterpredict.maegz,400.5509,5.6973,8,77.033,70.086,123.4574,46.361,2,0,0,0,0,10,0,-1,752.299,655.716,66.459,30.124,0,1422.45,1,4.5,0.0415255,0.0059817,0.813079,44.639,12.329,18.448,5.878,5.924,-6.685,-5.857,-4.7,2320.944,-0.709,1229.109,-1.678,9.113,0.699,12,1.194,1,100,0,0,4,1,2,6,0,6,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,29,,,,,,1,,,,,0
,Bitter 46,bitterpredict.maegz,354.3964,4.4053,4,83.538,63.336,99.4413,44.805,0,0,0,0,0,5,0,-2,624.73,303.362,141.371,179.998,0,1126.513,2,5,0.0054694,0.0113186,0.8381016,37.438,11.402,17.933,10.16,3.344,-4.952,-5.187,-5.01,452.145,-1.08,209.771,-3.011,9.062,0.303,8,0.46,3,94.05,0,0,5,0,1,16,0,16,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,26,,,,,,3,,,,,0
,Bitter 47,bitterpredict.maegz,354.3964,4.6333,6,92.087,67.003,102.6653,45.387,0,0,0,0,0,10,1,-2,675.666,297.359,153.062,225.244,0,1183.046,2,4,0.0119044,0.0083723,0.8006342,36.922,12.346,17.134,8.582,4.041,-5.332,-5.443,-5.832,350.277,-1.631,159.189,-2.587,8.862,0.468,7,0.551,3,96.148,0,0,5,0,1,12,0,12,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,26,,,,,,2,,,,,0
,Bitter 47,bitterpredict.maegz,354.3964,4.6333,6,88.428,67.003,102.6653,45.387,0,0,0,0,0,10,1,-2,661.226,310.491,141.715,209.019,0,1171.31,2,4,0.0191242,0.0085551,0.812699,36.297,12.027,16.978,8.359,4.032,-5.077,-5.443,-5.56,448.758,-1.47,208.074,-2.435,8.758,0.184,7,0.525,3,100,0,0,5,0,1,12,0,12,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,26,,,,,,2,,,,,0
,Bitter 48,bitterpredict.maegz,271.3972,3.6746,1,12.88,34.917,82.5622,35.384,2,1,0,0,0,1,0,2,510.2,423.359,0.431,86.409,0,917.202,0,2.75,0.0006786,0,0.8948178,30.736,7.524,10.798,4.026,3.353,-3.406,-2.884,-4.372,2447.423,0.898,1440.052,-3.19,8.751,-0.346,4,0.503,3,100,0,0,2,0,0,17,0,17,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,20,,,,,,4,,,,,0
,Bitter 49,bitterpredict.maegz,57.0717,0.1349,0,25.795,8.5,2.7,5.239,9,0,0,0,0,1,1,0,195.726,0,72.653,26.795,96.277,245.721,0.8,1.5,0.0572662,0.0068547,0.9693448,3.294,1.98,3.306,3.329,-0.144,0.351,-0.024,-2.156,2027.357,0.224,3576.946,-2.668,9.973,1.247,1,-0.963,3,85.292,0,0,1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,,,,,,0,,,,,-1
,Bitter 50,bitterpredict.maegz,362.4599,3.016,8,108.357,69.085,103.7877,39.491,1,0,0,0,0,10,0,-2,669.08,513.817,132.25,23.013,0,1240.777,1,6.5,0.0848198,0.0097148,0.8346089,37.301,11.061,17.888,8.047,3.467,-4.434,-4.16,-4.318,551.791,-1.305,260.159,-2.916,9.85,0.704,10,0.293,1,96.319,0,0,5,0,1,5,0,5,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,26,,,,,,1,,,,,0
,Bitter 51,bitterpredict.maegz,348.4333,2.7705,7,105.238,67.585,99.2126,37.656,1,0,0,0,0,9,0,-1,636.098,527,98.894,10.204,0,1192.776,1,6.5,0.1064528,0.0102185,0.8550932,35.899,10.309,17.601,7.874,3.392,-4.023,-3.88,-3.925,1143.101,-0.881,571.653,-2.442,9.385,0.827,10,0.218,1,100,0,0,5,0,1,5,0,5,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,25,,,,,,1,,,,,0
,Bitter 52,bitterpredict.maegz,414.5775,6.1535,9,74.727,71.586,128.0584,48.196,2,0,0,0,0,11,0,-1,725.701,628.438,73.282,23.981,0,1416.538,0,3.5,0.0212579,0,0.8405419,43.702,11.982,15.958,3.148,6.353,-6.346,-6.549,-4.227,1999.714,-0.791,1046.311,-1.729,9.041,0.798,12,1.327,1,100,0,0,4,1,2,6,0,6,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,30,,,,,,1,,,,,0
,Bitter 53,bitterpredict.maegz,348.4333,2.7705,7,109.862,67.585,99.2126,37.656,1,0,0,0,0,9,0,-2,635.036,473.17,141.174,20.692,0,1180.992,1,6.5,0.0513131,0.0102356,0.8508737,35.528,10.569,16.922,8.23,3.036,-4.004,-3.88,-4.044,454.098,-1.279,210.751,-3.184,9.783,1.034,10,0.185,1,92.278,0,0,5,0,1,5,0,5,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,25,,,,,,1,,,,,0
,Bitter 54,bitterpredict.maegz,362.4599,3.016,8,109.036,69.085,103.7877,39.491,1,0,0,0,0,10,0,-2,728.111,519.565,184.346,24.2,0,1297.06,1,6.5,0.0770246,0.0089272,0.7899646,39.564,12.04,18.663,8.551,3.44,-5.474,-4.16,-5.046,176.908,-2.009,76.077,-3.872,9.684,0.89,10,0.422,1,87.319,0,0,5,0,1,5,0,5,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,26,,,,,,1,,,,,0
,Bitter 55,bitterpredict.maegz,362.4599,3.2267,8,109.97,69.085,103.8136,39.491,1,0,0,0,0,10,0,-2,637.77,490.461,127.114,20.195,0,1207.086,1,6.5,0.0561437,0.0101918,0.8596596,35.925,10.712,17.066,7.917,3.301,-3.889,-4.16,-3.899,617.276,-1.186,293.686,-2.831,9.648,1.026,10,0.216,1,96.216,0,0,5,0,1,5,0,5,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,26,,,,,,1,,,,,0
,Bitter 56,bitterpredict.maegz,362.4599,3.2267,8,104.202,69.085,103.8136,39.491,1,0,0,0,0,10,0,-2,664.697,531.676,109.173,23.847,0,1243.92,1,6.5,0.015684,0.0097789,0.8415296,37.434,10.931,16.902,7.885,3.651,-4.358,-4.16,-4.21,913.289,-1.067,448.51,-2.487,9.598,0.799,10,0.305,1,100,0,0,5,0,1,5,0,5,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,26,,,,,,1,,,,,0
,Bitter 57,bitterpredict.maegz,178.2294,0.1264,2,73.811,35.25,38.6517,16.086,1,0,0,1,0,3,0,-1,372.918,226.215,145.546,0,1.157,595.152,2,4.5,0.0638774,0.0170653,0.9175657,15.738,5.369,10.771,8.307,0.653,-1.347,-1.222,-1.058,104.541,-0.767,55.602,-3.914,9.978,0.29,0,-0.776,2,66.908,0,0,4,0,0,6,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,11,,,,,,1,,,,,-1
,Bitter 58,bitterpredict.maegz,319.8721,4.3456,8,27.006,43.112,96.4204,41.99,0,1,0,0,0,8,0,1,657.544,368.457,24.572,193.033,71.482,1136.618,1,4,0.0277822,0.0060832,0.8010319,36.04,11.037,15.31,6.447,4.531,-4.579,-3.663,-6.398,1444.721,0.4,2006.844,-2.587,8.382,0.84,4,0.587,3,100,0,0,3,0,0,10,0,10,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,22,,,,,,2,,,,,0
